Pond_Label,Temp,TDS,pH,images
pond_09,28,294,8.18,pond_723
pond_09,28,294,8.18,pond_724
pond_09,28,294,8.18,pond_725
pond_09,28,294,8.18,pond_726
pond_09,28,294,8.18,pond_727
pond_09,28,294,8.18,pond_728
pond_09,28,294,8.18,pond_729
pond_09,28,294,8.18,pond_730
pond_09,27,296,9.18,pond_731
pond_09,27,296,9.18,pond_732
pond_09,27,296,9.18,pond_733
pond_09,27,296,9.18,pond_734
pond_09,27,296,9.18,pond_735
pond_09,27,296,9.18,pond_736
pond_09,27,296,9.18,pond_737
pond_09,27,296,9.18,pond_738
pond_09,27,296,9.18,pond_739
pond_09,27,296,9.18,pond_740
pond_09,27,296,9.18,pond_741
pond_09,27,296,9.18,pond_742
pond_09,27,296,9.18,pond_743
pond_09,27,296,9.18,pond_744
pond_09,28.5,296,9.18,pond_745
pond_09,28.5,296,9.18,pond_746
pond_09,28.5,296,9.18,pond_747
pond_09,28.5,296,9.18,pond_748
pond_09,28.5,296,9.18,pond_749
pond_09,28.5,296,9.18,pond_750
pond_09,28.5,296,9.18,pond_751
pond_09,28.5,296,9.18,pond_752
pond_09,28.5,296,9.18,pond_753
pond_09,28.5,296,9.18,pond_754
pond_09,28.5,296,9.18,pond_755
pond_09,28.5,296,9.18,pond_756
pond_09,28.5,296,9.18,pond_757
pond_09,28.5,296,9.18,pond_758
pond_09,28.5,296,9.18,pond_759
pond_09,28.5,296,9.18,pond_760
pond_09,28.5,296,9.18,pond_761
pond_09,28.5,296,9.18,pond_762
pond_09,28.5,296,9.18,pond_763
pond_09,28.5,296,9.18,pond_764
pond_09,27,293,9.18,pond_765
pond_09,27,293,9.18,pond_766
pond_09,27,293,9.18,pond_767
pond_09,27,293,9.18,pond_768
pond_09,27,293,9.18,pond_769
pond_09,27,293,9.18,pond_770
pond_09,27,293,9.18,pond_771
pond_09,27,293,9.18,pond_772
pond_09,27,293,9.18,pond_773
pond_09,28.5,293,9.18,pond_774
pond_09,28.5,293,9.18,pond_775
pond_09,28.5,293,9.18,pond_776
pond_09,28.5,293,9.18,pond_777
pond_09,28.5,293,9.18,pond_778
pond_09,28.5,293,9.18,pond_779
pond_09,28.5,293,9.18,pond_780
pond_09,28.5,293,9.18,pond_781
pond_09,28.5,293,9.18,pond_782
pond_09,28.5,293,9.18,pond_783
pond_10,29.3,294,9.36,pond_784
pond_10,29.3,294,9.36,pond_785
pond_10,29.3,294,9.36,pond_786
pond_10,29.3,294,9.36,pond_787
pond_10,28.5,293,9.08,pond_788
pond_10,28.5,293,9.08,pond_789
pond_10,28.5,293,9.08,pond_790
pond_10,28.5,293,9.08,pond_791
pond_10,28.5,293,9.08,pond_792
pond_10,28.5,293,9.08,pond_793
pond_10,28.5,293,9.08,pond_794
pond_10,27,293,9.18,pond_795
pond_10,27,293,9.18,pond_796
pond_10,27,293,9.18,pond_797
pond_10,27,293,9.18,pond_798
pond_10,27,293,9.18,pond_799
pond_10,28.5,295,9.08,pond_800
pond_10,28.5,295,9.08,pond_801
pond_10,28.5,295,9.08,pond_802
pond_10,28.5,295,9.08,pond_803
pond_10,28.5,295,9.08,pond_804
pond_10,28.5,295,9.08,pond_805
pond_10,28.5,295,9.08,pond_806
pond_10,28.5,295,9.08,pond_807
pond_10,28.5,295,9.18,pond_808
pond_10,28.5,295,9.18,pond_809
pond_10,28.5,295,9.18,pond_810
pond_10,28.5,295,9.18,pond_811
pond_10,28.5,295,9.18,pond_812
pond_10,28.5,295,9.18,pond_813
pond_10,28.5,295,9.18,pond_814
pond_10,28.5,295,9.18,pond_815
pond_10,28,293,9.18,pond_816
pond_10,28,293,9.18,pond_817
pond_10,28,293,9.18,pond_818
pond_10,28,293,9.18,pond_819
pond_10,28,293,9.18,pond_820
pond_10,28,293,9.18,pond_821
pond_10,28,293,9.18,pond_822
pond_10,28,295,8.88,pond_823
pond_10,28,295,8.88,pond_824
pond_10,28,295,8.88,pond_825
pond_10,28,295,8.88,pond_826
pond_10,28,295,8.88,pond_827
pond_10,28,295,8.88,pond_828
pond_10,28,295,8.88,pond_829
pond_10,28,295,8.88,pond_830
pond_11,29.3,285,9.18,pond_831
pond_11,29.3,285,9.18,pond_832
pond_11,29.3,285,9.18,pond_833
pond_11,29.3,285,9.18,pond_834
pond_11,29.3,285,9.18,pond_835
pond_11,29.3,285,9.18,pond_836
pond_11,29.3,285,9.18,pond_837
pond_11,29,281,9.18,pond_838
pond_11,29,281,9.18,pond_839
pond_11,29,281,9.18,pond_840
pond_11,29,281,9.18,pond_841
pond_11,29,281,9.18,pond_842
pond_11,29,281,9.18,pond_843
pond_11,29,281,9.18,pond_844
pond_11,29,281,9.18,pond_845
pond_11,29,281,9.18,pond_846
pond_11,25.5,284,9.18,pond_847
pond_11,25.5,284,9.18,pond_848
pond_11,25.5,284,9.18,pond_849
pond_11,25.5,284,9.18,pond_850
pond_11,25.5,284,9.18,pond_851
pond_11,25.5,284,9.18,pond_852
pond_11,25.5,284,9.18,pond_853
pond_11,25.5,284,9.18,pond_854
pond_11,25.5,284,9.18,pond_855
pond_11,25.5,288,9.18,pond_856
pond_11,25.5,288,9.18,pond_857
pond_11,25.5,288,9.18,pond_858
pond_11,25.5,288,9.18,pond_859
pond_11,25.5,288,9.18,pond_860
pond_11,25.5,288,9.18,pond_861
pond_11,25.5,288,9.18,pond_862
pond_11,25.5,288,9.18,pond_863
pond_11,25.5,288,9.18,pond_864
pond_11,26.6,285,9.18,pond_865
pond_11,26.6,285,9.18,pond_866
pond_11,26.6,285,9.18,pond_867
pond_11,26.6,285,9.18,pond_868
pond_11,26.6,285,9.18,pond_869
pond_11,26.6,285,9.18,pond_870
pond_11,25.5,284,9.08,pond_871
pond_11,25.5,284,9.08,pond_872
pond_11,25.5,284,9.08,pond_873
pond_11,25.5,284,9.08,pond_874
pond_11,25.5,284,9.08,pond_875
pond_11,25.5,284,9.08,pond_876
pond_11,25.5,284,9.08,pond_877
pond_11,25.5,284,9.08,pond_878
pond_11,26.3,285,9.08,pond_879
pond_11,26.3,285,9.08,pond_880
pond_11,26.3,285,9.08,pond_881
pond_11,26.3,285,9.08,pond_882
pond_11,26.3,285,9.08,pond_883
pond_11,26.3,285,9.08,pond_884
pond_11,26.3,285,9.08,pond_885
pond_12,29,294,9.45,pond_886
pond_12,29,294,9.45,pond_887
pond_12,29,294,9.45,pond_888
pond_12,29,294,9.45,pond_889
pond_12,29,294,9.45,pond_890
pond_12,28,294,9.36,pond_891
pond_12,28,294,9.36,pond_892
pond_12,28,294,9.36,pond_893
pond_12,28,294,9.36,pond_894
pond_12,28,294,9.36,pond_895
pond_12,27,295,9.18,pond_896
pond_12,27,295,9.18,pond_897
pond_12,27,295,9.18,pond_898
pond_12,27,295,9.18,pond_899
pond_12,27,295,9.18,pond_900
pond_12,27,295,9.18,pond_901
pond_12,28,204,9.18,pond_902
pond_12,28,204,9.18,pond_903
pond_12,28,204,9.18,pond_904
pond_12,28,204,9.18,pond_905
pond_12,28,204,9.18,pond_906
pond_12,26,204,9.18,pond_907
pond_12,26,204,9.18,pond_908
pond_12,26,204,9.18,pond_909
pond_12,28.5,293,9.18,pond_910
pond_12,28.5,293,9.18,pond_911
pond_12,28.5,293,9.18,pond_912
pond_12,28.5,293,9.18,pond_913
pond_12,28.5,293,9.18,pond_914
pond_12,28.5,293,9.18,pond_915
pond_12,28.5,293,9.18,pond_916
pond_12,28.5,293,9.18,pond_917
pond_12,28.5,293,9.18,pond_918
pond_12,28.5,293,9.18,pond_919
pond_12,28.5,293,9.18,pond_920
pond_12,28.5,293,9.18,pond_921
pond_13,28.5,297,9.45,pond_922
pond_13,28.5,297,9.45,pond_923
pond_13,28.5,297,9.45,pond_924
pond_13,28.5,297,9.45,pond_925
pond_13,28.5,297,9.45,pond_926
pond_13,28.5,297,9.45,pond_927
pond_13,28.5,297,9.45,pond_928
pond_13,28.5,297,9.45,pond_929
pond_13,28.5,297,9.45,pond_930
pond_13,26,296,9.45,pond_931
pond_13,26,296,9.45,pond_932
pond_13,26,296,9.45,pond_933
pond_13,26,296,9.45,pond_934
pond_13,26,296,9.45,pond_935
pond_13,26,296,9.45,pond_936
pond_13,26,296,9.45,pond_937
pond_13,26,296,9.45,pond_938
pond_13,27.5,202,9.45,pond_939
pond_13,27.5,202,9.45,pond_940
pond_13,27.5,202,9.45,pond_941
pond_13,27.5,202,9.45,pond_942
pond_13,27.5,202,9.45,pond_943
pond_13,27.5,202,9.45,pond_944
pond_13,27.5,202,9.45,pond_945
pond_13,27.5,202,9.45,pond_946
pond_13,28.5,201,9.36,pond_947
pond_13,28.5,201,9.36,pond_948
pond_13,28.5,201,9.36,pond_949
pond_13,28.5,201,9.36,pond_950
pond_13,28.5,201,9.36,pond_951
pond_13,28.5,201,9.36,pond_952
pond_13,28.5,201,9.36,pond_953
pond_13,28.5,201,9.36,pond_954
pond_13,28.5,201,9.36,pond_955
pond_13,28.5,201,9.36,pond_956
pond_13,28.5,201,9.36,pond_957
pond_13,27,297,9.36,pond_958
pond_13,27,297,9.36,pond_959
pond_13,27,297,9.36,pond_960
pond_13,27,297,9.36,pond_961
pond_13,27,297,9.36,pond_962
pond_13,27,297,9.36,pond_963
pond_13,27,297,9.36,pond_964
pond_13,27,297,9.36,pond_965
pond_13,27,296,9.36,pond_966
pond_13,27,296,9.36,pond_967
pond_13,27,296,9.36,pond_968
pond_13,27,296,9.36,pond_969
pond_13,27,296,9.36,pond_970
pond_13,27,296,9.36,pond_971
pond_13,27,296,9.36,pond_972
pond_13,27,296,9.36,pond_973
pond_13,27,296,9.36,pond_974
pond_13,27,296,9.36,pond_975
